latitude,longitude,elevation_m,slope_degrees,terrain_type,zone_id,suitable_for_grazing
33.520408,-5.126531,1366.5,17.2,hills,3,True
33.520408,-5.122449,2105.7,5.7,hills,3,True
33.520408,-5.118367,1706.4,7.0,hills,3,True
33.520408,-5.114286,1277.7,10.5,hills,3,True
33.520408,-5.110204,1646.4,19.9,hills,3,True
33.520408,-5.106122,1559.7,13.2,hills,3,True
33.520408,-5.102041,1888.2,15.2,hills,3,True
33.520408,-5.097959,1478.0,10.9,hills,3,True
33.520408,-5.093878,1669.8,9.5,hills,3,True
33.520408,-5.089796,1449.6,11.2,hills,3,True
33.520408,-5.085714,1982.3,6.8,hills,3,True
33.520408,-5.081633,1868.2,18.1,hills,3,True
33.520408,-5.077551,1316.3,11.8,hills,3,True
33.520408,-5.073469,1625.1,6.2,hills,3,True
33.520408,-5.069388,1631.9,17.2,hills,3,True
33.520408,-5.065306,1944.1,14.1,hills,3,True
33.520408,-5.061224,1648.3,9.0,hills,3,True
33.520408,-5.057143,1453.7,15.4,hills,3,True
33.520408,-5.053061,1654.7,14.7,hills,3,True
33.520408,-5.04898,1788.4,7.1,hills,3,True
33.520408,-5.044898,1917.1,5.2,hills,3,True
33.520408,-5.040816,1592.0,17.6,hills,3,True
33.520408,-5.036735,1736.2,5.2,hills,3,True
33.520408,-5.032653,1644.5,15.3,hills,3,True
33.520408,-5.028571,1594.2,7.1,hills,3,True
33.520408,-5.02449,2098.0,9.9,hills,3,True
33.520408,-5.020408,1746.6,5.2,hills,3,True
33.520408,-5.016327,1422.1,19.4,hills,3,True
33.520408,-5.012245,1701.9,15.4,hills,3,True
33.520408,-5.008163,1749.3,11.3,hills,3,True
33.520408,-5.004082,1693.4,6.7,hills,3,True
33.520408,-5.0,1346.1,16.9,hills,3,True
33.522449,-5.2,1498.8,10.2,hills,3,True
33.522449,-5.195918,1998.4,7.3,hills,3,True
33.522449,-5.191837,1526.5,5.8,hills,3,True
33.522449,-5.187755,1408.4,5.6,hills,3,True
33.522449,-5.183673,1664.3,8.0,hills,3,True
33.522449,-5.179592,1732.2,5.9,hills,3,True
33.522449,-5.17551,1908.4,15.5,hills,3,True
33.522449,-5.171429,2059.9,9.0,hills,3,True
33.522449,-5.167347,1491.8,13.5,hills,3,True
33.522449,-5.163265,1565.8,8.5,hills,3,True
33.522449,-5.159184,1692.5,9.5,hills,3,True
33.522449,-5.155102,1540.2,6.4,hills,3,True
33.522449,-5.15102,1589.7,15.9,hills,3,True
33.522449,-5.146939,1885.1,6.5,hills,3,True
33.522449,-5.142857,1552.2,12.6,hills,3,True
33.522449,-5.138776,1800.8,9.7,hills,3,True
33.522449,-5.134694,1725.3,14.3,hills,3,True
33.522449,-5.130612,1619.0,19.0,hills,3,True
33.522449,-5.126531,1911.1,11.2,hills,3,True
33.522449,-5.122449,1622.7,13.4,hills,3,True
33.522449,-5.118367,1724.9,11.4,hills,3,True
33.522449,-5.114286,1673.0,9.4,hills,3,True
33.522449,-5.110204,1853.5,6.2,hills,3,True
33.522449,-5.106122,1330.4,17.8,hills,3,True
33.522449,-5.102041,1609.4,15.7,hills,3,True
33.522449,-5.097959,1490.1,19.0,hills,3,True
33.522449,-5.093878,1431.6,18.7,hills,3,True
33.522449,-5.089796,1601.3,7.2,hills,3,True
33.522449,-5.085714,1533.4,12.4,hills,3,True
33.522449,-5.081633,1453.3,9.7,hills,3,True
33.522449,-5.077551,1418.3,11.3,hills,3,True
33.522449,-5.073469,1759.8,7.0,hills,3,True
33.522449,-5.069388,1707.0,6.1,hills,3,True
33.522449,-5.065306,1615.4,19.0,hills,3,True
33.522449,-5.061224,1805.1,19.1,hills,3,True
33.522449,-5.057143,1739.4,15.5,hills,3,True
33.522449,-5.053061,1565.5,10.8,hills,3,True
33.522449,-5.04898,1696.2,13.6,hills,3,True
33.522449,-5.044898,1647.5,12.1,hills,3,True
33.522449,-5.040816,1735.1,17.9,hills,3,True
33.522449,-5.036735,1669.7,17.1,hills,3,True
33.522449,-5.032653,1562.2,5.0,hills,3,True
33.522449,-5.028571,1490.3,14.8,hills,3,True
33.522449,-5.02449,1769.2,13.2,hills,3,True
33.522449,-5.020408,1728.4,19.1,hills,3,True
33.522449,-5.016327,1649.0,6.5,hills,3,True
33.522449,-5.012245,1537.3,10.1,hills,3,True
33.522449,-5.008163,1827.1,7.4,hills,3,True
33.522449,-5.004082,1703.3,7.0,hills,3,True
33.522449,-5.0,1712.0,17.4,hills,3,True
33.52449,-5.2,1740.5,10.2,hills,3,True
33.52449,-5.195918,1680.8,9.5,hills,3,True
33.52449,-5.191837,1911.4,9.0,hills,3,True
33.52449,-5.187755,1509.2,15.8,hills,3,True
33.52449,-5.183673,1638.3,10.6,hills,3,True
33.52449,-5.179592,1806.5,19.7,hills,3,True
33.52449,-5.17551,1818.7,18.4,hills,3,True
33.52449,-5.171429,1923.6,15.8,hills,3,True
33.52449,-5.167347,1915.3,15.6,hills,3,True
33.52449,-5.163265,2018.7,14.5,hills,3,True
33.52449,-5.159184,1115.3,7.8,hills,3,True
33.52449,-5.155102,1492.5,18.7,hills,3,True
33.52449,-5.15102,1457.9,8.5,hills,3,True
33.52449,-5.146939,1154.3,8.7,hills,3,True
33.52449,-5.142857,1604.3,15.1,hills,3,True
33.52449,-5.138776,1381.5,6.6,hills,3,True
33.52449,-5.134694,1570.3,9.4,hills,3,True
33.52449,-5.130612,1714.8,12.8,hills,3,True
33.52449,-5.126531,1770.4,15.5,hills,3,True
33.52449,-5.122449,1519.8,11.7,hills,3,True
33.52449,-5.118367,1762.4,16.8,hills,3,True
33.52449,-5.114286,1590.8,19.0,hills,3,True
33.52449,-5.110204,1512.4,12.9,hills,3,True
33.52449,-5.106122,1726.1,6.0,hills,3,True
33.52449,-5.102041,1828.7,11.7,hills,3,True
33.52449,-5.097959,1393.2,5.6,hills,3,True
33.52449,-5.093878,1645.8,19.4,hills,3,True
33.52449,-5.089796,2013.0,16.5,hills,3,True
33.52449,-5.085714,1588.7,15.3,hills,3,True
33.52449,-5.081633,1527.5,14.0,hills,3,True
33.52449,-5.077551,1617.0,15.8,hills,3,True
33.52449,-5.073469,1801.7,14.2,hills,3,True
33.52449,-5.069388,1575.1,17.7,hills,3,True
33.52449,-5.065306,1864.7,10.9,hills,3,True
33.52449,-5.061224,1373.0,7.0,hills,3,True
33.52449,-5.057143,1559.8,15.8,hills,3,True
33.52449,-5.053061,1506.1,6.4,hills,3,True
33.52449,-5.04898,1642.3,5.3,hills,3,True
33.52449,-5.044898,1536.1,19.6,hills,3,True
33.52449,-5.040816,1882.6,10.1,hills,3,True
33.52449,-5.036735,1924.9,15.5,hills,3,True
33.52449,-5.032653,1650.6,11.5,hills,3,True
33.52449,-5.028571,2114.8,10.3,hills,3,True
33.52449,-5.02449,1644.3,12.1,hills,3,True
33.52449,-5.020408,2263.7,6.8,hills,3,True
33.52449,-5.016327,1930.6,11.8,hills,3,True
33.52449,-5.012245,1850.2,12.2,hills,3,True
33.52449,-5.008163,1773.7,5.8,hills,3,True
33.52449,-5.004082,1675.4,13.2,hills,3,True
33.52449,-5.0,1666.1,12.5,hills,3,True
33.526531,-5.2,1643.2,10.2,hills,3,True
33.526531,-5.195918,1596.9,13.5,hills,3,True
33.526531,-5.191837,1138.4,17.3,hills,3,True
33.526531,-5.187755,1978.5,15.0,hills,3,True
33.526531,-5.183673,1688.2,17.9,hills,3,True
33.526531,-5.179592,1535.8,19.7,hills,3,True
33.526531,-5.17551,1786.2,15.5,hills,3,True
33.526531,-5.171429,1511.5,17.0,hills,3,True
33.526531,-5.167347,1305.2,9.4,hills,3,True
33.526531,-5.163265,1766.5,5.9,hills,3,True
33.526531,-5.159184,1485.6,7.6,hills,3,True
33.526531,-5.155102,1884.4,14.1,hills,3,True
33.526531,-5.15102,1695.0,16.3,hills,3,True
33.526531,-5.146939,1975.5,16.5,hills,3,True
33.526531,-5.142857,1831.5,5.3,hills,3,True
33.526531,-5.138776,1203.9,14.3,hills,3,True
33.526531,-5.134694,1474.2,15.4,hills,3,True
33.526531,-5.130612,1831.8,6.5,hills,3,True
33.526531,-5.126531,1862.6,6.0,hills,3,True
33.526531,-5.122449,1497.6,16.3,hills,3,True
33.526531,-5.118367,1350.4,10.1,hills,3,True
33.526531,-5.114286,1701.0,15.8,hills,3,True
33.526531,-5.110204,1863.0,14.2,hills,3,True
33.526531,-5.106122,1826.8,19.9,hills,3,True
33.526531,-5.102041,1533.9,16.9,hills,3,True
33.526531,-5.097959,1747.7,19.4,hills,3,True
33.526531,-5.093878,1714.6,17.7,hills,3,True
33.526531,-5.089796,1542.7,16.4,hills,3,True
33.526531,-5.085714,1745.2,16.8,hills,3,True
33.526531,-5.081633,1673.7,6.0,hills,3,True
33.526531,-5.077551,1720.1,14.8,hills,3,True
33.526531,-5.073469,1871.7,9.9,hills,3,True
33.526531,-5.069388,1532.3,14.3,hills,3,True
33.526531,-5.065306,1697.6,16.0,hills,3,True
33.526531,-5.061224,1503.4,17.5,hills,3,True
33.526531,-5.057143,1719.8,14.8,hills,3,True
33.526531,-5.053061,1671.0,11.3,hills,3,True
33.526531,-5.04898,1453.0,13.2,hills,3,True
33.526531,-5.044898,1771.8,9.8,hills,3,True
33.526531,-5.040816,1433.0,9.9,hills,3,True
33.526531,-5.036735,1830.4,6.1,hills,3,True
33.526531,-5.032653,1492.7,18.2,hills,3,True
33.526531,-5.028571,2128.8,12.1,hills,3,True
33.526531,-5.02449,1602.9,16.2,hills,3,True
33.526531,-5.020408,1553.8,15.9,hills,3,True
33.526531,-5.016327,1674.9,7.0,hills,3,True
33.526531,-5.012245,1847.5,14.5,hills,3,True
33.526531,-5.008163,1570.7,13.1,hills,3,True
33.526531,-5.004082,1658.9,14.8,hills,3,True
33.526531,-5.0,1735.8,9.1,hills,3,True
33.528571,-5.2,1805.5,9.7,hills,3,True
33.528571,-5.195918,1869.8,11.7,hills,3,True
33.528571,-5.191837,1746.7,19.5,hills,3,True
33.528571,-5.187755,1720.3,13.6,hills,3,True
33.528571,-5.183673,1386.8,12.1,hills,3,True
33.528571,-5.179592,1690.5,10.5,hills,3,True
33.528571,-5.17551,1539.8,9.4,hills,3,True
33.528571,-5.171429,1726.2,13.1,hills,3,True
33.528571,-5.167347,1579.3,14.9,hills,3,True
33.528571,-5.163265,1864.6,13.9,hills,3,True
33.528571,-5.159184,1654.3,5.4,hills,3,True
33.528571,-5.155102,1439.2,9.7,hills,3,True
33.528571,-5.15102,1887.9,14.7,hills,3,True
33.528571,-5.146939,1596.3,15.9,hills,3,True
33.528571,-5.142857,1844.9,13.7,hills,3,True
33.528571,-5.138776,1475.5,10.9,hills,3,True
33.528571,-5.134694,1512.8,6.5,hills,3,True
33.528571,-5.130612,1870.9,7.6,hills,3,True
33.528571,-5.126531,1779.9,5.7,hills,3,True
33.528571,-5.122449,1691.0,19.9,hills,3,True
33.528571,-5.118367,1894.4,15.5,hills,3,True
33.528571,-5.114286,1591.4,11.8,hills,3,True
33.528571,-5.110204,1474.7,16.9,hills,3,True
33.528571,-5.106122,1722.5,10.1,hills,3,True
33.528571,-5.102041,1839.6,10.8,hills,3,True
33.528571,-5.097959,1727.9,8.4,hills,3,True
33.528571,-5.093878,1735.9,7.5,hills,3,True
33.528571,-5.089796,1441.3,14.8,hills,3,True
33.528571,-5.085714,1597.4,5.5,hills,3,True
33.528571,-5.081633,1667.6,6.1,hills,3,True
33.528571,-5.077551,1582.2,9.6,hills,3,True
33.528571,-5.073469,1974.7,6.5,hills,3,True
33.528571,-5.069388,1505.0,6.0,hills,3,True
33.528571,-5.065306,1487.5,18.8,hills,3,True
33.528571,-5.061224,1600.8,13.3,hills,3,True
33.528571,-5.057143,1567.8,8.9,hills,3,True
33.528571,-5.053061,1719.0,6.0,hills,3,True
33.528571,-5.04898,1531.6,5.3,hills,3,True
33.528571,-5.044898,1417.7,13.1,hills,3,True
33.528571,-5.040816,1794.4,8.6,hills,3,True
33.528571,-5.036735,1654.2,15.4,hills,3,True
33.528571,-5.032653,1882.5,17.9,hills,3,True
33.528571,-5.028571,1636.9,16.7,hills,3,True
33.528571,-5.02449,1493.9,13.6,hills,3,True
33.528571,-5.020408,1431.9,17.0,hills,3,True
33.528571,-5.016327,2028.8,11.0,hills,3,True
33.528571,-5.012245,1688.6,12.7,hills,3,True
33.528571,-5.008163,1759.7,15.6,hills,3,True
33.528571,-5.004082,1808.3,11.0,hills,3,True
33.528571,-5.0,1695.2,16.4,hills,3,True
33.530612,-5.2,1795.2,3.1,valley,4,True
33.530612,-5.195918,1651.9,5.9,valley,4,True
33.530612,-5.191837,1577.9,2.1,valley,4,True
33.530612,-5.187755,1381.2,2.7,valley,4,True
33.530612,-5.183673,1619.9,5.8,valley,4,True
33.530612,-5.179592,1674.2,2.8,valley,4,True
33.530612,-5.17551,1348.5,9.0,valley,4,True
33.530612,-5.171429,1727.0,8.7,valley,4,True
33.530612,-5.167347,1539.8,11.1,valley,4,True
33.530612,-5.163265,1412.0,9.0,valley,4,True
33.530612,-5.159184,1426.2,6.2,valley,4,True
33.530612,-5.155102,1793.6,4.0,valley,4,True
33.530612,-5.15102,1803.3,9.6,valley,4,True
33.530612,-5.146939,1504.2,6.3,valley,4,True
33.530612,-5.142857,1718.1,9.2,valley,4,True
33.530612,-5.138776,1762.1,9.3,valley,4,True
33.530612,-5.134694,1481.7,5.8,valley,4,True
33.530612,-5.130612,1468.9,11.5,valley,4,True
33.530612,-5.126531,1507.7,8.8,valley,4,True
33.530612,-5.122449,1602.1,10.1,valley,4,True
33.530612,-5.118367,1668.1,3.0,valley,4,True
33.530612,-5.114286,1408.6,9.4,valley,4,True
33.530612,-5.110204,1568.1,2.2,valley,4,True
33.530612,-5.106122,1458.1,3.5,valley,4,True
33.530612,-5.102041,1782.2,9.3,valley,4,True
33.530612,-5.097959,1593.5,6.2,valley,4,True
33.530612,-5.093878,1777.6,10.3,valley,4,True
33.530612,-5.089796,1698.1,9.9,valley,4,True
33.530612,-5.085714,1268.9,3.8,valley,4,True
33.530612,-5.081633,1665.4,2.3,valley,4,True
33.530612,-5.077551,1535.2,6.8,valley,4,True
33.530612,-5.073469,1300.3,3.1,valley,4,True
33.530612,-5.069388,1465.3,10.0,valley,4,True
33.530612,-5.065306,1774.9,10.9,valley,4,True
33.530612,-5.061224,1678.0,11.7,valley,4,True
33.530612,-5.057143,1594.2,6.9,valley,4,True
33.530612,-5.053061,1719.3,11.9,valley,4,True
33.530612,-5.04898,1460.0,5.0,valley,4,True
33.530612,-5.044898,1219.9,2.7,valley,4,True
33.530612,-5.040816,1523.0,10.7,valley,4,True
33.530612,-5.036735,1699.8,9.9,valley,4,True
33.530612,-5.032653,1533.5,5.8,valley,4,True
33.530612,-5.028571,1623.5,4.9,valley,4,True
33.530612,-5.02449,1613.9,8.1,valley,4,True
33.530612,-5.020408,1464.6,4.9,valley,4,True
33.530612,-5.016327,1884.8,9.1,valley,4,True
33.530612,-5.012245,1585.0,9.3,valley,4,True
33.530612,-5.008163,1772.1,10.8,valley,4,True
33.530612,-5.004082,1758.0,7.0,valley,4,True
33.530612,-5.0,1713.9,6.4,valley,4,True
33.532653,-5.2,1490.8,11.7,valley,4,True
33.532653,-5.195918,1558.0,8.3,valley,4,True
33.532653,-5.191837,1876.4,6.7,valley,4,True
33.532653,-5.187755,1363.1,7.9,valley,4,True
33.532653,-5.183673,1647.7,6.3,valley,4,True
33.532653,-5.179592,966.6,6.4,valley,4,True
33.532653,-5.17551,1543.2,6.7,valley,4,True
33.532653,-5.171429,1735.0,9.4,valley,4,True
33.532653,-5.167347,1298.9,8.6,valley,4,True
33.532653,-5.163265,1462.6,4.4,valley,4,True
33.532653,-5.159184,1466.1,11.4,valley,4,True
33.532653,-5.155102,1356.8,10.4,valley,4,True
33.532653,-5.15102,1618.3,3.1,valley,4,True
33.532653,-5.146939,1448.1,7.3,valley,4,True
33.532653,-5.142857,1755.1,11.6,valley,4,True
33.532653,-5.138776,1641.6,5.9,valley,4,True
33.532653,-5.134694,1764.7,9.0,valley,4,True
33.532653,-5.130612,1533.8,5.0,valley,4,True
33.532653,-5.126531,1650.8,6.4,valley,4,True
33.532653,-5.122449,1501.4,10.6,valley,4,True
33.532653,-5.118367,1466.8,8.3,valley,4,True
33.532653,-5.114286,1276.8,5.6,valley,4,True
33.532653,-5.110204,1466.6,3.1,valley,4,True
33.532653,-5.106122,1320.6,10.7,valley,4,True
33.532653,-5.102041,1544.5,6.1,valley,4,True
33.532653,-5.097959,1229.3,8.6,valley,4,True
33.532653,-5.093878,1674.6,6.0,valley,4,True
33.532653,-5.089796,1673.0,5.3,valley,4,True
33.532653,-5.085714,1528.8,3.9,valley,4,True
33.532653,-5.081633,1509.3,5.8,valley,4,True
33.532653,-5.077551,1378.8,5.4,valley,4,True
33.532653,-5.073469,1820.4,2.2,valley,4,True
33.532653,-5.069388,1946.0,2.9,valley,4,True
33.532653,-5.065306,1934.1,2.9,valley,4,True
33.532653,-5.061224,1654.7,9.4,valley,4,True
33.532653,-5.057143,1088.5,6.7,valley,4,True
33.532653,-5.053061,1955.6,8.6,valley,4,True
33.532653,-5.04898,1441.3,11.3,valley,4,True
33.532653,-5.044898,1612.9,8.9,valley,4,True
33.532653,-5.040816,1299.6,11.6,valley,4,True
33.532653,-5.036735,1324.8,4.7,valley,4,True
33.532653,-5.032653,1713.0,2.8,valley,4,True
33.532653,-5.028571,1220.1,2.0,valley,4,True
33.532653,-5.02449,1681.9,7.2,valley,4,True
33.532653,-5.020408,1362.7,3.5,valley,4,True
33.532653,-5.016327,1687.2,8.7,valley,4,True
33.532653,-5.012245,1984.9,3.2,valley,4,True
33.532653,-5.008163,1833.0,9.7,valley,4,True
33.532653,-5.004082,1717.9,4.2,valley,4,True
33.532653,-5.0,1553.4,8.5,valley,4,True
33.534694,-5.2,1525.4,5.4,valley,4,True
33.534694,-5.195918,1466.1,3.0,valley,4,True
33.534694,-5.191837,1761.9,11.8,valley,4,True
33.534694,-5.187755,1777.3,9.4,valley,4,True
33.534694,-5.183673,1247.0,8.3,valley,4,True
33.534694,-5.179592,1651.8,8.4,valley,4,True
33.534694,-5.17551,1868.8,6.2,valley,4,True
33.534694,-5.171429,1472.2,5.9,valley,4,True
33.534694,-5.167347,1728.2,2.5,valley,4,True
33.534694,-5.163265,1227.1,10.6,valley,4,True
33.534694,-5.159184,1442.2,6.6,valley,4,True
33.534694,-5.155102,1727.7,10.9,valley,4,True
33.534694,-5.15102,1190.6,6.4,valley,4,True
33.534694,-5.146939,1249.5,10.8,valley,4,True
33.534694,-5.142857,1538.6,3.9,valley,4,True
33.534694,-5.138776,1679.4,3.8,valley,4,True
33.534694,-5.134694,1379.7,8.6,valley,4,True
33.534694,-5.130612,1905.5,2.1,valley,4,True
33.534694,-5.126531,1571.6,3.6,valley,4,True
33.534694,-5.122449,1650.8,8.2,valley,4,True
33.534694,-5.118367,1483.3,9.0,valley,4,True
33.534694,-5.114286,1619.7,3.2,valley,4,True
33.534694,-5.110204,1909.6,8.2,valley,4,True
33.534694,-5.106122,1677.1,3.1,valley,4,True
33.534694,-5.102041,1498.0,10.3,valley,4,True
33.534694,-5.097959,1272.6,5.0,valley,4,True
33.534694,-5.093878,1996.2,10.4,valley,4,True
33.534694,-5.089796,1611.9,8.0,valley,4,True
33.534694,-5.085714,1850.7,11.3,valley,4,True
33.534694,-5.081633,1742.6,6.9,valley,4,True
33.534694,-5.077551,1718.9,6.5,valley,4,True
33.534694,-5.073469,1603.9,8.0,valley,4,True
33.534694,-5.069388,1639.0,3.6,valley,4,True
33.534694,-5.065306,1871.3,4.1,valley,4,True
33.534694,-5.061224,1519.7,5.1,valley,4,True
33.534694,-5.057143,1487.3,8.0,valley,4,True
33.534694,-5.053061,1700.7,4.3,valley,4,True
33.534694,-5.04898,1572.4,3.6,valley,4,True
33.534694,-5.044898,1645.5,8.6,valley,4,True
33.534694,-5.040816,1639.1,3.1,valley,4,True
33.534694,-5.036735,1404.9,9.9,valley,4,True
33.534694,-5.032653,1831.5,5.2,valley,4,True
33.534694,-5.028571,1718.7,3.8,valley,4,True
33.534694,-5.02449,1305.2,5.2,valley,4,True
33.534694,-5.020408,1321.6,6.9,valley,4,True
33.534694,-5.016327,1909.3,7.6,valley,4,True
33.534694,-5.012245,1730.5,8.4,valley,4,True
33.534694,-5.008163,1840.3,6.2,valley,4,True
33.534694,-5.004082,1437.9,3.4,valley,4,True
33.534694,-5.0,1388.8,6.7,valley,4,True
33.536735,-5.2,1357.5,2.6,valley,4,True
33.536735,-5.195918,1447.2,9.6,valley,4,True
33.536735,-5.191837,1279.6,10.6,valley,4,True
33.536735,-5.187755,1684.9,6.1,valley,4,True
33.536735,-5.183673,1741.5,6.0,valley,4,True
33.536735,-5.179592,1857.5,8.7,valley,4,True
33.536735,-5.17551,1462.5,8.0,valley,4,True
33.536735,-5.171429,1801.2,5.2,valley,4,True
33.536735,-5.167347,1754.9,2.0,valley,4,True
33.536735,-5.163265,1173.4,5.8,valley,4,True
33.536735,-5.159184,1602.1,7.5,valley,4,True
33.536735,-5.155102,1566.7,11.6,valley,4,True
33.536735,-5.15102,1697.3,5.4,valley,4,True
33.536735,-5.146939,1621.6,7.4,valley,4,True
33.536735,-5.142857,1077.0,11.6,valley,4,True
33.536735,-5.138776,1193.9,7.3,valley,4,True
33.536735,-5.134694,1503.9,10.9,valley,4,True
33.536735,-5.130612,1692.5,8.6,valley,4,True
33.536735,-5.126531,1416.6,2.2,valley,4,True
33.536735,-5.122449,1558.1,11.4,valley,4,True
33.536735,-5.118367,1407.8,6.6,valley,4,True
33.536735,-5.114286,1739.1,8.4,valley,4,True
33.536735,-5.110204,1552.4,6.4,valley,4,True
33.536735,-5.106122,1767.4,2.2,valley,4,True
33.536735,-5.102041,1215.6,9.2,valley,4,True
33.536735,-5.097959,1419.3,11.5,valley,4,True
33.536735,-5.093878,1748.4,6.0,valley,4,True
33.536735,-5.089796,1722.0,7.9,valley,4,True
33.536735,-5.085714,1755.9,6.3,valley,4,True
33.536735,-5.081633,1808.8,9.8,valley,4,True
33.536735,-5.077551,1787.0,6.5,valley,4,True
33.536735,-5.073469,1481.8,9.3,valley,4,True
33.536735,-5.069388,1105.4,4.7,valley,4,True
33.536735,-5.065306,1602.9,5.1,valley,4,True
33.536735,-5.061224,1102.7,6.2,valley,4,True
33.536735,-5.057143,1445.6,4.9,valley,4,True
33.536735,-5.053061,1499.2,9.7,valley,4,True
33.536735,-5.04898,1366.4,11.3,valley,4,True
33.536735,-5.044898,1686.9,11.9,valley,4,True
33.536735,-5.040816,1536.7,2.3,valley,4,True
33.536735,-5.036735,1564.9,8.8,valley,4,True
33.536735,-5.032653,1685.8,5.9,valley,4,True
33.536735,-5.028571,1577.2,7.1,valley,4,True
33.536735,-5.02449,1232.7,6.5,valley,4,True
33.536735,-5.020408,1786.9,7.2,valley,4,True
33.536735,-5.016327,1439.0,6.4,valley,4,True
33.536735,-5.012245,1397.7,6.0,valley,4,True
33.536735,-5.008163,1662.4,11.8,valley,4,True
33.536735,-5.004082,1645.1,7.3,valley,4,True
33.536735,-5.0,1823.1,4.3,valley,4,True
33.538776,-5.2,1602.7,5.0,valley,4,True
33.538776,-5.195918,1580.2,10.0,valley,4,True
33.538776,-5.191837,1721.9,10.5,valley,4,True
33.538776,-5.187755,1571.4,10.1,valley,4,True
33.538776,-5.183673,1750.2,4.5,valley,4,True
33.538776,-5.179592,1710.6,12.0,valley,4,True
33.538776,-5.17551,1309.8,5.8,valley,4,True
33.538776,-5.171429,1787.6,5.8,valley,4,True
33.538776,-5.167347,1614.1,8.4,valley,4,True
33.538776,-5.163265,1817.9,7.4,valley,4,True
33.538776,-5.159184,1586.8,9.3,valley,4,True
33.538776,-5.155102,1224.4,5.8,valley,4,True
33.538776,-5.15102,1459.7,3.7,valley,4,True
33.538776,-5.146939,1352.0,7.3,valley,4,True
33.538776,-5.142857,1661.4,4.1,valley,4,True
33.538776,-5.138776,1328.0,5.2,valley,4,True
33.538776,-5.134694,1642.8,6.3,valley,4,True
33.538776,-5.130612,1391.4,11.3,valley,4,True
33.538776,-5.126531,2097.7,4.9,valley,4,True
33.538776,-5.122449,1909.9,5.9,valley,4,True
33.538776,-5.118367,1453.5,5.1,valley,4,True
33.538776,-5.114286,1632.3,7.7,valley,4,True
33.538776,-5.110204,1534.3,7.9,valley,4,True
33.538776,-5.106122,1336.5,9.6,valley,4,True
33.538776,-5.102041,1238.9,2.8,valley,4,True
33.538776,-5.097959,1524.5,3.5,valley,4,True
33.538776,-5.093878,1453.8,3.5,valley,4,True
33.538776,-5.089796,1350.1,2.9,valley,4,True
33.538776,-5.085714,1640.2,11.9,valley,4,True
33.538776,-5.081633,1361.3,11.5,valley,4,True
33.538776,-5.077551,1278.5,2.7,valley,4,True
33.538776,-5.073469,1664.7,2.1,valley,4,True
33.538776,-5.069388,1518.5,5.0,valley,4,True
33.538776,-5.065306,1279.4,5.5,valley,4,True
33.538776,-5.061224,1961.8,7.1,valley,4,True
33.538776,-5.057143,1554.2,9.5,valley,4,True
33.538776,-5.053061,1727.8,10.6,valley,4,True
33.538776,-5.04898,1452.0,7.6,valley,4,True
33.538776,-5.044898,1615.3,5.3,valley,4,True
33.538776,-5.040816,1411.6,5.1,valley,4,True
33.538776,-5.036735,1790.9,10.1,valley,4,True
33.538776,-5.032653,1656.6,8.1,valley,4,True
33.538776,-5.028571,1748.0,4.2,valley,4,True
33.538776,-5.02449,1549.2,2.0,valley,4,True
33.538776,-5.020408,1441.3,3.3,valley,4,True
33.538776,-5.016327,1533.6,3.7,valley,4,True
33.538776,-5.012245,1063.2,6.9,valley,4,True
33.538776,-5.008163,1502.9,3.5,valley,4,True
33.538776,-5.004082,1502.0,11.8,valley,4,True
33.538776,-5.0,2005.8,3.2,valley,4,True
33.540816,-5.2,1634.8,8.8,hills,5,True
33.540816,-5.195918,1548.1,6.4,hills,5,True
33.540816,-5.191837,1482.3,6.3,hills,5,True
33.540816,-5.187755,1936.8,19.4,hills,5,True
33.540816,-5.183673,1905.4,10.1,hills,5,True
33.540816,-5.179592,1646.1,11.0,hills,5,True
33.540816,-5.17551,1889.2,5.5,hills,5,True
33.540816,-5.171429,1700.6,11.7,hills,5,True
33.540816,-5.167347,1713.4,5.3,hills,5,True
33.540816,-5.163265,1478.3,7.9,hills,5,True
33.540816,-5.159184,1672.1,11.1,hills,5,True
33.540816,-5.155102,1924.8,17.0,hills,5,True
33.540816,-5.15102,1270.9,19.6,hills,5,True
33.540816,-5.146939,1678.2,12.9,hills,5,True
33.540816,-5.142857,1801.5,14.9,hills,5,True
33.540816,-5.138776,1510.3,16.7,hills,5,True
33.540816,-5.134694,1483.2,5.3,hills,5,True
33.540816,-5.130612,1801.7,8.0,hills,5,True
33.540816,-5.126531,1264.1,11.3,hills,5,True
33.540816,-5.122449,1530.3,7.6,hills,5,True
33.540816,-5.118367,1871.2,6.5,hills,5,True
33.540816,-5.114286,1845.7,10.3,hills,5,True
33.540816,-5.110204,1337.6,5.3,hills,5,True
33.540816,-5.106122,1733.8,14.1,hills,5,True
33.540816,-5.102041,1534.1,8.4,hills,5,True
33.540816,-5.097959,1589.4,5.8,hills,5,True
33.540816,-5.093878,1553.1,10.0,hills,5,True
33.540816,-5.089796,1539.8,9.9,hills,5,True
33.540816,-5.085714,1531.8,9.7,hills,5,True
33.540816,-5.081633,1731.6,9.2,hills,5,True
33.540816,-5.077551,1357.4,5.8,hills,5,True
33.540816,-5.073469,1448.5,7.6,hills,5,True
33.540816,-5.069388,1603.7,19.3,hills,5,True
33.540816,-5.065306,1968.4,18.8,hills,5,True
33.540816,-5.061224,1783.2,19.3,hills,5,True
